"accessions"	"AJ_F1_1_tmm"	"AJ_F2_2_tmm"	"AJ_M1_3_tmm"	"AJ_M2_4_tmm"	"AJ_F1_4_tmm"	"NOD_M1_1_tmm"	"NOD_M2_2_tmm"	"NOD_F1_3_tmm"	"NOD_F2_4_tmm"	"NOD_M1_4_tmm"	"C_F1_1_tmm"	"C_F2_2_tmm"	"C_M1_3_tmm"	"C_F2_3_tmm"	"C_M2_4_tmm"	"P_M1_1_tmm"	"P_M2_2_tmm"	"P_F1_3_tmm"	"P_M2_3_tmm"	"P_F2_4_tmm"	"NZO_F1_1_tmm"	"NZO_F2_2_tmm"	"NZO_M1_2_tmm"	"NZO_M1_3_tmm"	"NZO_M2_4_tmm"	"WSB_M1_1_tmm"	"WSB_M2_2_tmm"	"WSB_F1_2_tmm"	"WSB_F1_3_tmm"	"WSB_F2_4_tmm"	"B_F1_1_tmm"	"B_M2_1_tmm"	"B_F2_2_tmm"	"B_M1_3_tmm"	"B_M2_4_tmm"	"129_M1_1_tmm"	"129_F2_1_tmm"	"129_M2_2_tmm"	"129_F1_3_tmm"	"129_F2_4_tmm"
"sp|Q920Q8|NS1BP_MOUSE"	72356.6931475387	75102.2680731544	73763.2321905386	74534.0069444384	61875.5863924279	84046.0511274121	70918.9744423348	66580.3174756167	19745.7350326933	77338.7867690503	60792.18624119	66725.2390772057	82238.1012011431	69386.2178267025	88806.8685166895	78352.1713913054	98973.5663410751	85027.3266265654	87576.8926311518	89333.1298149726	70683.7498054807	63858.9974401402	73669.6748922579	74746.2025922246	84797.9471930884	78311.6915072279	73527.2891793429	64109.217659032	70025.2105425868	72571.5277728216	82733.1287169896	81986.5207810117	81564.8377776519	73826.3724267606	88310.14627416	81279.3948073242	84246.9840439093	88517.1573480423	78443.0037563544	82205.5538561374
"sp|P35822|PTPRK_MOUSE"	151882.148469017	147195.717416947	140041.550144783	128564.173036609	122272.682597642	106700.047704079	109761.979418866	114794.517582427	193736.991792322	106837.917416978	89334.8650978847	124389.82005923	115370.264626761	113375.759891496	110955.438696787	120850.149694537	90152.4118794923	130202.229197065	98504.998600478	118480.152937885	132923.524713844	112847.40738488	125967.825050441	108446.348309031	123066.224572873	102762.774874239	112496.516843902	117762.600201767	111058.191684807	96482.9661435704	135668.07522102	119431.439815135	133500.580008529	138057.554178599	116369.965164491	121583.514865205	114698.865509725	125147.499202924	120464.663485615	120291.651071915
"sp|P70353|NFYC_MOUSE"	169977.44429807	148393.094656419	122579.133882301	145559.319503929	137449.403670828	128564.98135575	133013.159601806	201170.568656801	204821.125674636	130245.730167276	159287.490582917	163162.200240907	159482.201108354	201646.736775407	134626.753137258	142250.823440106	135936.326661634	115675.267056988	104588.706176331	143145.147814595	172836.474183867	172478.983569643	129858.512642558	143005.91561755	156633.352004359	129366.533214735	145185.179063906	160556.028243843	183618.135625461	186380.060852508	146388.012568118	124199.961796044	147750.146429256	140200.968451935	131692.481656786	131795.312813465	142380.729496622	135447.341032446	123011.20260342	130647.817608159
"sp|Q8K012|FBP1L_MOUSE"	116950.351480699	95624.8911278463	144498.583147779	130565.21763971	115181.33410179	146937.325235651	126709.422764117	126247.157490496	89742.3346884422	133122.022675029	121147.924916891	111136.032116783	131742.077124312	120968.983775443	128149.07793236	107134.828709273	98030.2777059371	109685.079622829	96604.9157722446	117006.243781491	124203.230153738	126731.334787003	154263.643036808	153873.209782582	175231.162319868	132493.014203314	136372.814477513	117784.716187976	102913.248365681	87247.4324979711	134225.468784975	133745.02008052	129067.888844957	139692.208603348	134155.551703641	130184.541553715	100622.944886959	133937.012858402	122320.456220394	111797.696191172
"sp|Q8K1A6|C2D1A_MOUSE"	132396.790666089	125215.292378084	128510.266959402	124092.230710364	124234.673818664	127550.049168472	115301.660449708	127453.690748301	116879.000970551	131956.037522975	118864.510608356	113935.137252122	125537.811868335	122744.413930606	120633.474074939	123832.268811661	124417.15342144	115062.10621845	146651.586581718	134092.122962649	126971.343503614	121644.881112105	126995.515753289	123430.088174032	141155.719866886	115507.776952023	143975.461148962	113238.875749951	119775.626304748	116014.905795281	134085.312712077	123846.329808805	138113.81617736	133525.878683102	129132.503935957	139262.036840052	135017.75244469	134106.654892927	131768.812740264	132302.658325845
"sp|Q5SFM8|RBM27_MOUSE"	134014.121405249	147951.04527427	125861.381656453	137348.170301693	133929.786364844	142516.600198355	158014.702074531	135492.009110846	207527.663878648	142842.481595886	131403.450779597	122028.923124612	127500.453426878	130691.720777701	111561.458206601	126567.647655953	113330.361200024	154158.938335097	145120.61898836	157257.506712431	142053.873720451	142085.925691344	147847.138019813	139749.912200019	133020.642188206	137303.732541353	148161.900674837	147078.345193734	143850.984980216	124000.16156871	143635.947965281	142559.773212877	119942.065159652	130244.528180383	121848.277108867	133322.061653813	149134.363739199	131045.90133668	137055.751677379	139183.040337223
"sp|P58404|STRN4_MOUSE"	121687.729708791	133171.220279835	113256.446927146	116129.250275081	134605.336711482	110487.549744066	119090.979190764	101305.852801812	106792.846476171	105405.645143717	107917.612124864	110577.216154396	104600.435319302	113474.060544155	106891.260238115	97309.7119435989	100235.808687375	116311.661337515	116266.517700431	111009.776348438	108736.212434307	143369.074688273	106980.785031618	99806.2013092201	97712.6122081522	115913.043527167	97446.1761328064	107622.420524997	114756.34210922	118358.295263991	134188.427537137	113627.06663081	126812.113894206	129597.289319755	113627.276100023	99897.5333503581	114725.314446358	94319.9430623387	106487.871550045	101146.464539431
"sp|Q04207|TF65_MOUSE"	130343.53492455	140051.815010664	147274.140944969	132758.519469384	139067.829286988	147591.261134743	104328.447964664	112815.048956341	104624.900322791	160322.468909	137010.810069845	135904.846104321	170613.969638371	149004.731140874	154540.746616883	141078.80714416	155054.160047985	123803.941303647	165386.575394374	138188.621650841	158661.57047571	134772.85998505	149837.910186823	167335.099774373	172849.517990697	162776.243175692	162187.379242261	137185.462453663	135139.695168512	138759.686812304	145529.056064213	127526.907489027	134377.3646605	143207.367872774	142610.746257924	163769.942050414	134636.277397098	167097.404007092	140503.837164312	143627.587601433
"sp|Q3TYX3|SMYD5_MOUSE"	174746.169942062	131987.296717212	124472.070429299	123072.090324469	140267.413688233	101158.853313287	78079.6479664322	103963.996385413	93889.2671791202	108359.278396232	134088.59523364	94144.4086273608	117141.011899328	118845.489064437	99468.0022107621	100705.424386902	104007.024299591	104774.74216626	119952.888763763	119378.733369248	125058.739430609	125148.751632412	125117.80975398	129369.487511528	125580.29566115	127077.797520577	130033.348909759	119032.258864577	120797.712741626	114042.267540881	57340.8527670649	117055.193147337	112816.763141802	105627.375112282	104825.838502268	92973.8810589283	108720.388563855	118991.035549982	109893.608825485	110631.879476094
"sp|Q9Z2F7|BNI3L_MOUSE"	133050.188366282	148392.133679501	193786.442035825	118920.903677251	110211.213694381	176855.632365573	122527.571734448	153530.309717767	137039.995000265	189927.331207996	124239.759147866	149335.525430545	74190.8908224292	99608.6531798488	142574.266137386	137146.131238262	160531.632595292	150066.822096348	151101.050799015	135795.372779192	123502.105884302	117138.642477136	128952.973781601	209398.78530411	63783.8578575661	107863.10817485	115154.271633813	111211.241923438	108616.654545011	131446.417614813	131317.230272338	128464.583239895	141708.114442954	116865.247980766	154213.421306507	135079.359815689	123534.84487876	139741.854839784	68973.002595054	153307.993121414
"sp|O35445|RNF5_MOUSE"	89821.122231577	84961.891248896	107328.378507163	92237.3662565819	87051.417667781	83244.1659298837	80137.401738567	94667.8252080905	30362.5611063717	91156.3471687867	50135.9221592623	68233.8411627151	63798.2002849331	68577.7451119784	80374.5399087098	81130.021921905	73423.3382022672	97653.1871222759	79304.3125873435	85727.9341789115	102388.726937523	86882.048034623	82985.519495283	78931.0345708692	105408.644247023	75791.6525879283	74378.1694206409	76303.1682369263	85882.912334783	77727.7905848841	98770.9879157671	81246.1977255722	98742.5536514692	90714.7910691928	83519.273142041	110603.219178515	101120.38834902	116512.205578832	87421.7656643309	104305.518328431
"sp|Q61420|S35A1_MOUSE"	119358.224864622	116790.407740489	98060.8553801457	110632.263041856	114792.410116511	123118.474515957	95096.7519713518	121800.160778135	58540.2036207928	104898.524817299	102572.121373909	97814.9048407388	95619.402746954	104103.400369276	97716.3172466814	64328.4250650022	70219.2591281348	99238.1119256818	80729.1356442473	95323.6660240568	128935.081464432	117926.007049085	99083.31512162	93683.0776409546	95833.1708962108	84988.3854430506	112247.324014981	107839.559298684	103897.441818426	95996.3551747884	102625.279920467	51522.076781127	71889.0781567914	75912.5888472963	61142.6855483451	75317.9016844088	90796.1476609769	78988.415675452	87768.0799272106	90652.0507113105
"sp|Q9QZH3|PPIE_MOUSE"	147865.760806657	159568.29523251	95367.0217727884	123952.942311521	130994.03757274	118905.864825129	132497.891865205	96717.4654733023	178969.838740252	109432.258855217	159381.723580012	166872.899041507	152347.913545594	171383.175639005	131428.316835463	120547.791737257	145585.403522402	139183.469749698	139553.290238498	127621.157612044	111024.453913938	123243.172288082	117161.787721422	95449.8932885238	86741.5645498278	94982.0453763933	102533.334465764	118129.524518414	99781.4444338461	122481.895047065	129296.980592991	127036.030226287	119808.212828167	129062.439222523	127314.475593997	97163.7307288493	121647.814976669	96964.302533843	122331.749076792	131280.247383684
"sp|Q8BU03|PWP2_MOUSE"	120521.018073212	129296.561347614	128258.965075667	106578.185912141	111259.281803594	102501.246614438	113951.570521832	121164.426674414	175833.332092459	125155.925964482	117505.571597628	114895.97908673	123116.333972532	108573.070861597	101718.931818642	148455.734563426	135696.869012221	138063.213786041	128348.825971558	140225.008546998	125815.91430784	126103.995682919	133628.05791214	117290.633454142	127581.977058421	148366.440994259	132350.389140855	107256.50148045	116734.970361773	131253.989674777	101379.893101286	101345.117158972	101463.18011001	104146.2517661	100547.768478264	117522.77281534	98338.1636685785	111971.967854818	109308.262435509	108456.032173351
"sp|Q9CY57|CHTOP_MOUSE"	135436.510401772	160162.178967657	132730.299811884	144201.748067315	154727.086322058	117332.670618416	128187.776763764	116186.429648071	145248.997788769	128190.815948837	134000.313794257	137223.490965206	113355.374624016	130328.610203595	121830.122122889	141345.772029518	152702.23997723	163403.827946806	174545.605756135	148636.472672922	147367.864677016	156484.290793842	136854.481769017	133737.023130216	135603.98265817	142108.619705648	136411.779174399	139303.570769213	143572.420340105	135657.667820835	155462.117173468	128987.517793264	150005.921380007	137825.752354095	128581.341540227	133842.590788643	177774.493045648	121626.141819603	146158.735005736	168678.203228703
"sp|P97499|TEP1_MOUSE"	102446.293985845	89911.8833520389	105531.467883219	85235.6719541616	93416.0670050353	99234.5261049504	69978.0026744214	72191.9539298861	64551.8413623949	96190.348555739	53590.8014106217	46090.2561207805	69723.1738573612	54042.288400978	70171.2876220521	73803.6560339567	62932.7664439656	73550.006284757	69647.0722842086	72644.6426397646	78763.8874239284	93588.3914149015	102077.54952697	99020.2694498161	74736.5695030911	60308.9144377695	93476.3078291572	56120.3202771254	69865.4455284055	79363.9318132525	93825.4807720742	106709.704387495	111906.774810703	102984.232230275	100866.75623843	85937.515765862	91824.6043892862	89578.1911639802	106761.723317703	91961.2731993055
"sp|O08609|MLX_MOUSE"	116057.929734258	110330.720899618	110679.0702903	126442.477214791	125717.024293572	127644.736719472	88321.9763873269	83826.8306321029	44589.9906119064	138504.546911797	173925.346773647	164353.201887362	158918.867882693	166301.633737278	163628.1534569	128976.399007933	178424.063273715	149565.78786914	166073.167981526	118519.694431014	145401.176684209	124328.007515019	116139.144615347	128591.721177936	139817.190932528	90657.2581836116	119218.380134582	130934.680533354	127804.842402063	136596.63557012	134948.273675207	141126.211247608	123102.640366637	108460.174032518	143105.379177169	114965.212341845	120094.448582873	142118.899590219	104396.810973636	120044.043981987
"sp|P97863|NFIB_MOUSE"	149068.717891871	145888.788808857	98567.5453571079	116814.902322909	153443.540663446	125731.259126354	133259.736222541	114710.730550635	122218.530144769	127438.946430132	123902.504210898	152007.992416134	112572.597932709	160013.401170771	112209.802888528	128551.682144863	135579.563847933	133703.407889611	134385.676950238	120049.950215117	123565.039900072	126614.506377948	108711.101205175	113799.871169517	118952.845701534	102320.577532055	116165.541441363	130659.235977844	120377.817512047	129628.930683793	155150.770468673	120804.894360477	132387.219142772	151728.844468825	142626.89753692	114827.907412579	140564.908270081	120352.284360352	149854.322262064	146441.023160741
"sp|Q5NCF2|TPPC1_MOUSE"	67264.6972770635	82823.7176069833	73145.1930049295	91340.8198020551	91802.4667484941	103106.852409374	119524.423295373	69157.8160411182	92936.5476273737	91600.8117019793	100569.422204085	93101.1514889472	93348.0203817663	106018.256960353	88638.5297639635	107401.79359463	80639.0600021969	107133.441602814	101428.276509844	90924.6749134257	88139.0890856394	96750.6124700731	90389.3344409468	72365.9518180297	96805.9982419583	79417.6707938315	87328.947278608	86659.4814152831	102256.778018949	68095.3113457028	71339.4411051739	98400.8553728601	86261.0831443023	75992.8665354362	89871.7730620631	85218.2018826914	86685.3725481204	82373.0312976107	88313.9013197928	91370.1112721021
"sp|Q923Q2|STA13_MOUSE"	167670.47040908	132285.199561703	105153.493505243	149579.064986041	150078.334865265	118540.923222317	116874.001053671	113419.36292314	86193.9635313437	120790.579370857	131420.313526446	107830.374382445	170232.081009845	155423.362532337	103594.706491875	108495.945132348	102607.118041483	113756.992868545	106118.717512604	94254.0686349101	162298.959918407	125642.572554719	129653.580213602	110809.247340876	122057.743868904	86274.159253399	133561.013211541	94089.4475093653	107673.426480518	111355.328713259	96690.6713480356	87393.1832034838	128120.546374839	118096.507022612	129996.597362231	96296.8652799001	113575.802969612	120062.350701345	106242.251923384	116236.053278134
"sp|E9Q6P5|TTC7B_MOUSE"	60518.1456110454	68843.4254080856	62035.8109495594	59116.1544583861	65778.3372521483	57855.0799894451	70567.3539697185	83052.8479259243	88868.8198500239	82866.2025276525	71426.6279448433	63885.9313546446	66925.5071633094	71027.2368853731	64925.8520871087	70723.4475460768	83427.2389484011	69673.051921805	86119.5568333523	58877.2832694814	85321.8085359434	74627.8278512477	93737.9101397152	86959.7878255078	78824.4816899858	76215.3845465919	56937.3898633855	70436.4002589715	79572.1942746233	74225.8035714552	82925.3427598214	83388.0254556529	91936.8370452253	63878.9633951248	94539.4926918393	83675.0584239237	73331.7113487966	73151.7015542506	73524.9647949159	92031.4285414518
"sp|Q8C129|LCAP_MOUSE"	143023.564656645	127112.260813651	57502.1615185955	125962.815052577	143393.281649319	130708.273525773	155531.244271084	65774.9146325161	237963.772218824	125787.378880582	103808.061525271	114928.141156508	53276.3135945028	797412.888232067	115130.239764393	130660.098000815	120197.075899595	61257.4951740841	61120.127855745	118418.863623535	139885.600208381	132788.740533792	124231.451760757	58693.7995365799	107951.238021877	112462.932395846	156835.623432776	128612.501981422	55423.0979003023	121293.073218571	152062.331290881	115530.468261845	110840.10661872	90314.406099595	115999.495202526	122098.920681779	134081.866994597	114306.859130007	73815.7558471709	129073.449194699
"sp|Q2VLH6|C163A_MOUSE"	232740.848573049	170850.164246468	137403.901917936	164658.505517157	197663.136210526	139339.635596585	92912.9455769583	170224.875802323	204797.364260638	132760.772867214	100939.410708466	84261.6076234872	100317.012866508	107583.042859819	84716.7177933117	52739.722086964	57727.7133277728	106007.124741247	76604.7988359078	70325.534067733	140387.105646547	160267.960445078	130407.691171389	139742.767364934	114180.389036794	195245.190439433	252242.042991395	128917.099427844	147191.712392135	148659.147224834	137606.23348624	138952.326226899	120251.27442153	178369.998749153	130268.140740347	92820.1815112422	109531.150198338	88396.8657235609	169140.638847545	121461.594571825
"sp|Q8C4J7|TBL3_MOUSE"	104311.465231975	91426.3829743555	94836.8360912494	99913.9226604402	103568.623643082	105590.427965802	105647.577599353	118340.803703023	159629.179241437	100847.43618657	104416.1123381	94057.9730648332	97378.7503589689	92264.1901312017	108579.457444025	104928.323482564	100809.731474632	129778.976493032	113982.975781045	121603.930895097	91247.4394582709	106758.58559532	103138.554368515	109924.308481001	100402.912752779	135665.172719548	116959.333870944	119231.302740457	111897.982143965	100808.061151813	97596.6802478417	105805.087717587	102294.30970318	92624.3965758207	85946.0028111548	111978.31779848	109845.485637555	112831.487496412	102210.702189208	105863.379602562
"sp|Q8BND5|QSOX1_MOUSE"	113902.79489104	114560.941291393	86531.6152995106	99491.1529428242	120427.465079396	120225.572567186	123261.772972867	120009.212973581	335134.377521537	121255.602836202	134018.16846739	178194.952667932	170663.368167434	159157.784265486	127430.511942152	116532.194919998	166159.372088586	119592.627406006	140418.702900578	156415.272908777	159553.463480448	132362.66045371	97118.7904578264	108537.18978369	100961.142475784	140278.603012612	211489.500827502	129507.194150781	135123.309013212	138946.069895585	135926.362841075	193842.422104626	119058.017202872	145561.511077477	194774.330139561	183359.461734824	97610.8179111688	97012.624810344	196210.55670552	99063.4698954105
"sp|Q9JJA4|WDR12_MOUSE"	135139.689557456	152486.856325879	109172.280540262	129240.996946481	142192.732176151	140481.804180519	169688.944055294	154025.700543237	230624.889781024	134034.447663873	124713.899912193	129129.705092716	141599.933587529	136557.66176493	125307.519786344	154087.277921602	150405.579364032	145984.807354116	141137.808228626	131393.416056576	116891.084196482	137379.409783709	121054.494352248	128968.356056014	122367.418751739	142337.007343918	151722.186583314	130039.988363995	124380.135944228	129639.005445051	124903.087707633	126374.848607085	112356.062093902	145202.268423051	124362.82935752	147106.861753947	161457.533676626	125549.499418071	148616.813415089	153946.613074187
"sp|Q8VHZ7|IMP4_MOUSE"	94734.8296741132	113703.749880793	116043.241800438	109747.487437936	124058.065656614	92453.5165932564	83865.9056180075	116069.127803563	139386.717506586	90233.1532154814	109043.448458568	110408.365288063	98642.2127369278	103718.222301715	94422.6493076302	124020.357708163	106389.967223711	135344.901073508	108660.448844987	135799.326928505	112994.091938735	113260.724697586	105468.525038626	112125.938378059	123787.441076317	132928.408509464	118607.63116479	105294.210340463	102243.464267768	94974.774383184	99748.0759668287	93115.4095805749	89422.6959662607	81970.5438885538	82057.5823929242	103801.501861583	100717.550698762	114229.749114314	90652.4636655973	79292.0437646498
"sp|Q8BG21|FLOWR_MOUSE"	62846.6708484674	77810.3010272713	64424.2003974174	72945.923016781	55320.8178861911	112529.250062496	74873.0461721329	75353.8670421367	48098.7594123409	80717.3046193755	132595.74617441	129361.875033923	112311.355711702	100087.116560647	122850.735932274	78599.9228947626	133945.04726125	115642.942268136	101227.462521958	123512.796475913	59681.1138297218	57918.4201024055	67520.692504197	76120.0523100918	97243.0065470113	122529.482000978	94766.6736050979	81605.9785665548	86845.5989586957	82914.2776807219	57850.4202035305	60268.7081708998	59934.7160557797	52486.5559769707	60468.3696502718	74899.8389147029	64001.3403180814	72821.6706870839	56957.4033873144	60952.61197064
"sp|Q9D735|TRIR_MOUSE"	139911.35402169	143273.970615758	139142.584056625	159618.61964915	174568.965074742	134452.377104884	141171.196856407	144649.931685712	87902.5223474211	121626.642611708	127024.096230429	153836.205070059	132643.600279712	133301.70341258	126092.459341912	181189.269938565	140931.975517611	152984.134290253	136289.584806812	175117.410621593	147600.917204163	158848.348012362	132961.775138191	128907.114612424	181257.598526613	121223.299082528	140166.888567305	155346.708219553	169440.014751581	136876.713933104	158758.788230995	112271.644311446	144768.040997583	150329.002281885	108765.741122297	150392.958083474	152703.952917871	137443.976372128	150649.527566774	123724.104356044
"sp|Q6P8H8|ALG8_MOUSE"	128236.400811932	145781.159394073	120892.55091463	160401.381214481	145403.526466529	182752.891401271	127084.263456623	160594.60383573	137321.737480532	200025.682881744	52326.0953969889	57162.0486417478	93266.3228144697	90173.7966603767	66724.6719019526	186475.983653154	178525.85701132	169349.568796294	187901.648464709	144445.074401219	110647.833163316	97731.3820553312	117998.679266276	117616.233795896	113599.748631479	153774.854640963	168404.513784908	108409.548579613	124393.44969541	107788.863227776	79315.3227678868	100054.811211196	90847.3413238415	109518.836044863	117672.162033525	182140.111989848	175322.880073121	191872.337982535	158011.528867068	164694.824169484
"sp|Q6P1F6|2ABA_MOUSE_family"	124674.550680141	133999.582382904	128296.762513465	113323.864213871	120315.516736239	113513.60606143	168165.255340624	111936.332460422	160868.167257069	129336.242168739	129999.875086036	160999.301048358	131236.692173128	139090.40817272	136401.524558855	167496.196027081	171448.768587366	143844.300242314	176181.761628862	153274.689816985	131543.89308689	125813.397287287	149622.882564321	163707.564932396	155160.358976138	128927.251459423	125052.210798561	141914.262413961	120319.441833788	139757.088176889	157836.761494286	168521.169669865	161764.174251169	156362.874016701	169087.73980667	145909.029945647	137148.92637724	103987.482763177	132054.898435687	145860.178195618
"sp|Q8R1A4|DOCK7_MOUSE"	128690.938342501	128782.438696637	114035.891387675	114923.718992135	136151.381933359	154749.048193123	139651.931040763	108915.80996432	171790.497225013	124528.389035459	66147.596254997	87358.2119042697	103380.67164013	111663.523013042	93011.4895919211	76941.504667539	104269.749089028	102253.408635794	107532.065484486	76477.201861319	100737.692367561	117990.8026373	116302.68675077	116288.315160721	84562.6350288291	105077.75085024	108179.590891246	97091.1900011702	101920.861835286	98264.1839340601	114314.296400175	107661.405203012	108917.406074221	127193.976031067	130274.197469971	143652.720585616	133514.232123779	108467.060608178	117053.279781976	118071.440832226
"sp|Q9WVF8|TUSC2_MOUSE"	72276.3653942915	83003.4202905957	74743.9224685299	80331.150868129	70850.7552834764	88867.2255991445	128276.234744297	110047.98223141	47953.9279365409	77362.2826915098	93882.847115537	102344.731355989	89927.1722441499	87181.6451615903	105218.454003884	75795.7803678778	110401.609949509	69709.4173092637	82387.2854299326	88222.0138580401	79825.8989400442	70516.253253589	89229.3967026638	79211.7245206563	98340.1113128438	85195.3921109298	73032.5281444667	64191.649971265	79640.8112999447	67044.513746449	86647.4876100745	69087.4684645856	50360.6427022483	84165.1351880784	76715.5468650748	79886.8769052888	79097.5795348076	70753.0659994218	67918.061593184	77391.6593494514
"sp|Q3TFQ1|SPRY7_MOUSE"	129420.745368954	131618.28158081	124413.841944043	137146.104032949	122866.20183076	130961.759990428	110179.943376882	122679.924611951	76062.5492007761	126727.215778963	123199.228474689	120461.02222295	162640.857053251	148947.556271471	144175.889127609	134735.35742503	127274.164323548	108385.017021182	119804.668915561	122145.649350968	130942.086561091	133673.298488064	148527.554064724	131615.007109825	133351.709085974	128187.664256343	132189.093418863	115056.407707481	119278.920972197	106719.931058257	125528.784461643	120932.121732656	136013.683472521	125996.83500668	124046.869962166	96530.4885923829	93690.2716887118	93870.6487042332	81293.5089255464	102367.992849743
"sp|Q8BZZ3|WWP1_MOUSE"	132787.653758108	119944.333984425	123697.733730635	123179.989788362	111510.200503774	120582.623540747	133004.313803753	133657.073114601	101884.417241639	144367.758562217	120406.955981845	124007.89548062	103256.225345759	137792.43833047	119996.67262177	93135.3519180019	88133.0180182464	96336.9621262033	87857.0759571067	86044.2661239457	134253.989140978	126858.96246076	140537.208374114	143673.44735268	163744.668968404	107337.330675682	110865.436509145	129122.174936327	143612.361593651	108535.403037026	142708.91565454	145598.203290209	120731.690153912	150019.933182547	142300.843592193	114397.548679058	137735.889317136	136411.730295382	125270.714954437	126613.885434746
"tr|E9PWR4|E9PWR4_MOUSE"	141484.602457239	144177.288918409	149598.172593334	171667.066149098	164720.406092683	146853.48729987	127544.244955391	113794.30989041	81287.7972886208	122260.053521346	144820.245713243	119852.958091215	139373.199892841	128519.075740366	143836.325814967	171352.018405376	172157.446893929	147409.118362913	194227.28908311	134565.632342872	118900.055981134	142053.527897236	147435.25412319	141948.480024897	165624.110280345	138182.296051976	130251.732443469	116409.503954624	127562.122476672	138243.859035873	132714.786542094	128057.856365053	128006.408727837	125393.748874529	119834.414509083	136790.548113261	100041.068281031	152503.048370232	110861.030190268	99330.6792132913
"sp|Q62172|RBP1_MOUSE"	93478.9738245655	91353.3487286093	89022.1599846593	89666.4163032835	80141.5026935973	89774.6479628911	121089.02382604	93279.0551561381	114578.669796323	86246.678371516	98450.6676588933	96545.5081492009	95811.2970329297	100634.79162546	142929.220421706	98045.887839586	115218.877398635	99584.5932561905	107969.074972409	98229.9657690581	95716.7379219249	96727.0504379948	88515.6665190553	91273.2268356912	92566.3046157794	75598.2519921163	78595.4182417281	80907.3144567743	79193.2644332959	70242.2429698734	96370.3146099826	100069.838066178	82327.4847826205	89912.0141877937	79020.1324867831	91306.7532983605	102420.455311215	99435.9355701946	92895.9778033833	80213.348478424
"sp|Q3TZX8|NOL9_MOUSE"	120589.590545497	145697.554402232	134115.524829546	138088.752985684	140284.78498286	111569.552279968	109088.593042063	128859.218206612	131725.35873595	115429.59306301	118788.132284395	130435.284112754	110686.904082898	122131.539453315	125941.435432324	130398.189268589	111184.936996982	134628.704970503	116639.457963648	127915.741735857	161850.555056047	146151.357976183	135787.419811345	137999.427604074	156567.138624805	132012.914231801	135648.79604003	135017.090533093	149405.891627134	125487.196330454	147118.826376801	118013.90649518	132919.515623791	135139.460214714	128056.424972865	130381.276974753	141489.603785446	127149.275210319	138191.62481677	119350.744130188
"sp|Q91YR5|EFNMT_MOUSE"	142672.865441249	116072.557982957	103065.44045502	110650.900221983	258367.125287499	119952.359529406	39929.9324123233	103305.220847948	90906.6439743652	110583.559055734	130650.578729129	61426.5380813324	113229.978357932	95629.4828829377	104831.755840479	103459.005382469	45511.4953510277	141912.894108399	168981.145777529	88027.2720043785	135508.736080389	333562.779375432	382911.700668836	102170.121031791	95162.887761654	113280.268582168	153577.99354197	48595.8586056053	130320.117240711	94348.1242329099	126549.921564187	96709.8332922351	55157.5367212551	116349.463834467	132464.714683771	127469.182877929	127482.857304644	49362.7476461375	142335.162043562	104605.741924968
"sp|A2ARZ3|FSIP2_MOUSE"	151999.701278647	107026.882256518	132015.213150848	124053.975445893	141421.63970906	94500.1485549676	309225.879721365	111741.527611506	118576.244827582	104815.310091921	115185.45601654	35056.6560576742	142773.148652776	144998.478011088	127033.232485719	122180.929198821	80741.8232039694	129025.404852917	132749.521077512	129309.579368663	104319.031202463	121032.26827807	128747.03183329	122988.129089458	89190.4409259291	112597.049391937	71550.0573513213	95769.2571891396	122387.169805788	139621.0788999	173836.57833042	137332.431259855	208641.543489908	130153.212310124	131871.155180677	135519.965185723	144931.017348127	146992.252582027	109490.830280614	182637.052923401
"sp|Q91VE6|MK67I_MOUSE"	137885.527269065	123211.655504651	109115.073607379	117735.971382866	125264.405561325	115952.796828327	166386.144207166	136649.317487473	205397.057090122	122564.521516551	54910.0633699407	16697.1395380201	99028.8512240174	106250.968709505	78886.4253346116	71380.7474532081	15487.1900784464	129666.849881701	128541.989902762	80778.3277764553	146929.29325462	134950.556976974	134656.758134342	145210.607586787	142366.915379026	180072.476359948	167792.858659374	144696.855587878	139364.250831959	128650.671365599	125837.127822019	107209.597763225	100899.755179809	96507.8297395886	108036.914657613	136781.326140399	128785.976067219	133070.296282011	92156.2957092978	125506.875403526
"sp|Q8C7Q4|RBM4_MOUSE (+1)"	99296.8582945062	140307.434870776	126429.36477579	123147.619949194	119508.716607969	89302.1965365491	96324.1064512388	105805.216409042	123381.707934788	105484.943882018	115272.745529638	99841.1152367328	104404.741146475	115155.202318196	107289.501630279	107748.645699471	88082.6058815278	121616.96730787	108675.748958349	101694.78910451	117864.594752921	146514.605970723	127305.43819511	120746.692254067	130605.381835571	112906.10160032	122567.531755282	101718.457479327	108057.476995377	115872.851661537	111164.789219192	184404.555385688	104934.002193847	112652.676295625	98527.8491488562	107655.261853897	119363.033758289	109413.97160089	109463.539210985	118291.192124537
